1/2/19						1532600
1/3/19						1841100
1/4/19						2093900
1/7/19						1981900
1/8/19						1764900
1/9/19						1199300
1/10/19						1456400
1/11/19						1520800
1/14/19						1144300
1/15/19						1463600
1/16/19						1331800
1/17/19						1242700
1/18/19						1955600
1/22/19						1613500
1/23/19						967000
1/24/19						1361300
1/25/19						1119100
1/28/19						1284300
1/29/19						1021800
1/30/19						1279800
1/31/19						1538300
